SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice,FileName,Profit,ProfitPerRentalDay
OrNo.597220,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,256.75,151.4825,1,154,256.75,,105.2675,0.683555194805195
OrNo.597440,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,443.5,261.665,1,266,443.5,,181.835,0.68359022556391
OrNo.597930,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,268.25,158.2675,1,161,268.25,,109.9825,0.683121118012422
OrNo.598140,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,245,144.55,1,147,245,,100.45,0.683333333333333
OrNo.598260,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,536.75,316.6825,1,322,536.75,,220.0675,0.683439440993789
OrNo.598740,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,350,206.5,1,210,350,,143.5,0.683333333333333
OrNo.598880,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,245,144.55,1,147,245,,100.45,0.683333333333333
OrNo.598940,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,513.5,302.965,1,308,513.5,,210.535,0.683555194805195
OrNo.599250,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,665.25,130.8325,3,133,221.75,,272.7525,2.05077067669173
OrNo.599360,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,291.75,172.1325,1,175,291.75,,119.6175,0.683528571428571
OrNo.599550,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,221.75,130.8325,1,133,221.75,Biketastic_FR,90.9175,0.68359022556391
OrNo.599780,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,443.5,261.665,1,266,443.5,Biketastic_FR,181.835,0.68359022556391
OrNo.600370,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,513.5,151.4825,2,154,256.75,Biketastic_FR,210.535,1.36711038961039
OrNo.600670,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,50.5,29.795,1,21,50.5,Biketastic_DE,20.705,0.985952380952381
OrNo.600720,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,151.5,89.385,1,63,151.5,,62.115,0.985952380952381
OrNo.600930,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,408.5,241.015,1,245,408.5,,167.485,0.683612244897959
OrNo.601000,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,67.25,39.6775,1,28,67.25,,27.5725,0.984732142857143
OrNo.601280,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,303,89.385,2,63,151.5,,124.23,1.97190476190476
OrNo.601620,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,548.5,323.615,1,329,548.5,,224.885,0.68354103343465
OrNo.602415,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,2420,1911.8,1,,2420,Biketastic_DE,508.2,
OrNo.602545,2019-12-13,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420,Biketastic_DE,508.2,
OrNo.602685,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420,Biketastic_DE,508.2,
OrNo.602730,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,291.75,172.1325,1,175,291.75,,119.6175,0.683528571428571
OrNo.602970,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,536.5,158.2675,2,161,268.25,,219.965,1.36624223602484
OrNo.603020,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,175,103.25,1,105,175,,71.75,0.683333333333333
OrNo.603300,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,354,261.96,1,245,354,,92.04,0.375673469387755
OrNo.603890,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,420,247.8,1,252,420,,172.2,0.683333333333333
OrNo.604060,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,175,103.25,1,105,175,,71.75,0.683333333333333
OrNo.604220,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,268.25,158.2675,1,161,268.25,,109.9825,0.683121118012422
OrNo.604570,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,101.25,19.9125,3,14,33.75,,41.5125,2.96517857142857
OrNo.604680,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,1097,323.615,2,329,548.5,,449.77,1.3670820668693
OrNo.604950,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,361.75,213.4325,1,217,361.75,Biketastic_DE,148.3175,0.683490783410138
OrNo.605180,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,501.75,296.0325,1,301,501.75,Biketastic_DE,205.7175,0.68344684385382
OrNo.605500,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,515.75,381.655,1,357,515.75,,134.095,0.3756162464986
OrNo.605700,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,595,351.05,1,357,595,Biketastic_DE,243.95,0.683333333333333
OrNo.605880,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,245,144.55,1,147,245,Biketastic_DE,100.45,0.683333333333333
OrNo.605930,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,303,89.385,2,63,151.5,Biketastic_DE,124.23,1.97190476190476
OrNo.606000,2018-01-18,NL,Bike Rental,Biketastic Netherlands,6,2012,EU,304.25,225.145,1,161,304.25,Biketastic_NL,79.105,0.491335403726708
OrNo.606190,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,594.75,116.9675,3,119,198.25,Biketastic_DE,243.8475,2.04913865546218
OrNo.606330,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,583.5,344.265,1,350,583.5,Biketastic_DE,239.235,0.683528571428571
OrNo.606400,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,1152.75,284.345,3,266,384.25,,299.715,1.12674812030075
OrNo.606710,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,840,247.8,2,252,420,Biketastic_DE,344.4,1.36666666666667
OrNo.607090,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,185,109.15,1,77,185,Biketastic_DE,75.85,0.985064935064935
OrNo.607110,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,373.5,220.365,1,224,373.5,Biketastic_DE,153.135,0.683638392857143
OrNo.607580,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,455,268.45,1,273,455,Biketastic_NL,186.55,0.683333333333333
OrNo.607690,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,175,103.25,1,105,175,Biketastic_FR,71.75,0.683333333333333
OrNo.607700,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,117.75,69.4725,1,49,117.75,Biketastic_NL,48.2775,0.985255102040816
OrNo.607830,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,490,289.1,1,294,490,Biketastic_FR,200.9,0.683333333333333
OrNo.608030,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,455,268.45,1,273,455,Biketastic_FR,186.55,0.683333333333333
OrNo.608290,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,350,206.5,1,210,350,Biketastic_FR,143.5,0.683333333333333
OrNo.608390,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,291.75,172.1325,1,175,291.75,Biketastic_NL,119.6175,0.683528571428571
OrNo.608560,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,175,103.25,1,105,175,Biketastic_NL,71.75,0.683333333333333
OrNo.608860,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,221.75,130.8325,1,133,221.75,Biketastic_FR,90.9175,0.68359022556391
OrNo.609010,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,1097,323.615,2,329,548.5,Biketastic_FR,449.77,1.3670820668693
OrNo.609170,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,408.5,241.015,1,245,408.5,Biketastic_NL,167.485,0.683612244897959
OrNo.609200,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,161.75,119.695,1,112,161.75,,42.055,0.375491071428571
OrNo.609560,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,548.5,323.615,1,329,548.5,Biketastic_NL,224.885,0.68354103343465
OrNo.609840,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,536.75,316.6825,1,322,536.75,Biketastic_FR,220.0675,0.683439440993789
OrNo.610000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,581.75,430.495,1,308,581.75,Biketastic_FR,151.255,0.491087662337662
OrNo.610050,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,151.75,89.5325,1,91,151.75,Biketastic_FR,62.2175,0.683708791208791
OrNo.610200,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,303.5,179.065,1,182,303.5,Biketastic_FR,124.435,0.683708791208791
OrNo.610340,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,101,59.59,1,42,101,Biketastic_NL,41.41,0.985952380952381
OrNo.610400,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,149,110.26,1,77,149,,38.74,0.503116883116883
OrNo.610460,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,385,227.15,1,231,385,Biketastic_FR,157.85,0.683333333333333
OrNo.610790,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,26.5,15.635,1,11,26.5,Biketastic_NL,10.865,0.987727272727273
OrNo.610870,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,385,227.15,1,231,385,Biketastic_FR,157.85,0.683333333333333
OrNo.611040,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,210,123.9,1,126,210,Biketastic_FR,86.1,0.683333333333333
OrNo.611370,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,256.75,151.4825,1,154,256.75,Biketastic_NL,105.2675,0.683555194805195
OrNo.611410,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,151.5,89.385,1,63,151.5,Biketastic_FR,62.115,0.985952380952381
OrNo.611780,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,490,289.1,1,294,490,Biketastic_NL,200.9,0.683333333333333
OrNo.612010,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,933.5,275.3825,2,280,466.75,Biketastic_FR,382.735,1.36691071428571
OrNo.612170,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,653.5,192.7825,2,196,326.75,Biketastic_NL,267.935,1.36701530612245
OrNo.612520,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,1097,323.615,2,329,548.5,Biketastic_NL,449.77,1.3670820668693
OrNo.612660,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,700,206.5,2,210,350,Biketastic_FR,287,1.36666666666667
OrNo.612740,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,443.5,261.665,1,266,443.5,Biketastic_NL,181.835,0.68359022556391
OrNo.612930,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,201.75,39.6775,3,28,67.25,Biketastic_NL,82.7175,2.95419642857143
OrNo.613060,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,504.75,99.2675,3,70,168.25,Biketastic_FR,206.9475,2.95639285714286
OrNo.613170,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,168.25,99.2675,1,70,168.25,Biketastic_NL,68.9825,0.985464285714286
OrNo.613200,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,293.25,217.005,1,203,293.25,,76.245,0.375591133004926
OrNo.613265,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,536.75,316.6825,1,322,536.75,Biketastic_FR,220.0675,0.683439440993789
OrNo.613590,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,201.75,119.0325,1,84,201.75,,82.7175,0.984732142857143
OrNo.613640,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,548.5,323.615,1,329,548.5,,224.885,0.68354103343465
OrNo.614250,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,490,289.1,1,294,490,,200.9,0.683333333333333
OrNo.614350,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,594.75,116.9675,3,119,198.25,,243.8475,2.04913865546218
OrNo.614670,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,84,49.56,1,35,84,,34.44,0.984
OrNo.614700,2018-04-19,GB,Bike Rental,Biketastic Great Britain,4,2017,EU,283.25,209.605,1,196,283.25,,73.645,0.375739795918367
OrNo.615200,2019-12-29,GB,Cargo Bikes,Biketastic Great Britain,14,2017,EU,3102.25,2636.9125,1,,3102.25,,465.3375,
OrNo.615300,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,54.25,40.145,1,28,54.25,Biketastic_NL,14.105,0.50375
OrNo.615360,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,1330.5,261.665,3,266,443.5,,545.505,2.05077067669173
OrNo.615540,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,268.25,158.2675,1,161,268.25,,109.9825,0.683121118012422
OrNo.616110,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,201.75,119.0325,1,84,201.75,Biketastic_FR,82.7175,0.984732142857143
OrNo.616610,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,455,268.45,1,273,455,Biketastic_NL,186.55,0.683333333333333
OrNo.617040,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,303.5,179.065,1,182,303.5,Biketastic_NL,124.435,0.683708791208791
OrNo.617200,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,354,261.96,1,245,354,Biketastic_NL,92.04,0.375673469387755
OrNo.617410,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,373.5,220.365,1,224,373.5,Biketastic_NL,153.135,0.683638392857143
OrNo.617520,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,525,309.75,1,315,525,Biketastic_FR,215.25,0.683333333333333
OrNo.617740,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,326.75,192.7825,1,196,326.75,Biketastic_FR,133.9675,0.683507653061225
OrNo.617840,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,338.5,199.715,1,203,338.5,Biketastic_NL,138.785,0.683669950738916
OrNo.618020,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,233.25,137.6175,1,140,233.25,Biketastic_NL,95.6325,0.683089285714286
OrNo.618230,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,67.25,39.6775,1,28,67.25,Biketastic_NL,27.5725,0.984732142857143
OrNo.618590,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,268.25,158.2675,1,161,268.25,Biketastic_FR,109.9825,0.683121118012422
OrNo.618780,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,595,351.05,1,357,595,Biketastic_FR,243.95,0.683333333333333
OrNo.619230,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,420,247.8,1,252,420,Biketastic_NL,172.2,0.683333333333333
OrNo.619310,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,245,144.55,1,147,245,Biketastic_FR,100.45,0.683333333333333
OrNo.619480,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,525,309.75,1,315,525,Biketastic_NL,215.25,0.683333333333333
OrNo.619690,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,151.5,89.385,1,63,151.5,Biketastic_NL,62.115,0.985952380952381
OrNo.619970,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,134.5,79.355,1,56,134.5,Biketastic_FR,55.145,0.984732142857143
OrNo.620520,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,420,247.8,1,252,420,Biketastic_FR,172.2,0.683333333333333
OrNo.620740,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,186.75,110.1825,1,112,186.75,Biketastic_FR,76.5675,0.683638392857143
OrNo.620820,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,303.5,89.5325,2,91,151.75,Biketastic_NL,124.435,1.36741758241758
OrNo.620910,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,536.5,158.2675,2,161,268.25,Biketastic_FR,219.965,1.36624223602484
OrNo.621300,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,189.5,70.115,2,49,94.75,Biketastic_NL,49.27,1.00551020408163
OrNo.621400,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,151.5,89.385,1,63,151.5,Biketastic_NL,62.115,0.985952380952381
OrNo.621760,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,326.5,96.3175,2,98,163.25,Biketastic_FR,133.865,1.3659693877551
OrNo.622000,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,24.5,9.065,2,4,12.25,Biketastic_FR,6.37,1.5925
OrNo.622580,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,536.5,158.2675,2,161,268.25,Biketastic_FR,219.965,1.36624223602484
OrNo.622630,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,84,49.56,1,35,84,Biketastic_NL,34.44,0.984
OrNo.622720,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,185,109.15,1,77,185,Biketastic_FR,75.85,0.985064935064935
OrNo.623220,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,1003.5,296.0325,2,301,501.75,Biketastic_DE,411.435,1.36689368770764
OrNo.623660,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,793.5,234.0825,2,238,396.75,Biketastic_DE,325.335,1.3669537815126
OrNo.623850,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,677,199.715,2,203,338.5,Biketastic_DE,277.57,1.36733990147783
OrNo.624100,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,687.5,254.375,2,238,343.75,Biketastic_FR,178.75,0.751050420168067
OrNo.624490,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,630,185.85,2,189,315,Biketastic_DE,258.3,1.36666666666667
OrNo.624520,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,235.5,69.4725,2,49,117.75,Biketastic_NL,96.555,1.97051020408163
OrNo.625085,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3919.75,3331.7875,1,,3919.75,Biketastic_DE,587.9625,
OrNo.625210,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,117.75,69.4725,1,49,117.75,Biketastic_FR,48.2775,0.985255102040816
OrNo.625500,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,24.5,14.455,1,6,24.5,Biketastic_NL,10.045,1.67416666666667
OrNo.625672,2019-12-19,FR,Bike Rental,Biketastic France,14,2016,EU,490,289.1,1,294,490,Biketastic_FR,200.9,0.683333333333333
OrNo.625780,2019-12-19,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,431.75,254.7325,1,259,431.75,Biketastic_NL,177.0175,0.683465250965251
OrNo.626150,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,101,59.59,1,42,101,,41.41,0.985952380952381
OrNo.626270,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,151.5,29.795,3,21,50.5,,62.115,2.95785714285714
OrNo.626380,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,536.75,316.6825,1,322,536.75,,220.0675,0.683439440993789
OrNo.626410,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,1365,268.45,3,273,455,,559.65,2.05
OrNo.626880,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,396.5,116.9675,2,119,198.25,,162.565,1.36609243697479
OrNo.626930,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,336.5,99.2675,2,70,168.25,,137.965,1.97092857142857
OrNo.627030,2019-11-18,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,396.5,116.9675,2,119,198.25,,162.565,1.36609243697479
OrNo.627180,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,50.5,29.795,1,21,50.5,Biketastic_NL,20.705,0.985952380952381
OrNo.627230,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,117.75,69.4725,1,49,117.75,Biketastic_FR,48.2775,0.985255102040816
OrNo.627500,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,263,194.62,1,182,263,Biketastic_NL,68.38,0.375714285714286
OrNo.627600,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,420,247.8,1,252,420,Biketastic_FR,172.2,0.683333333333333
OrNo.627760,2019-12-08,NL,Cargo Bikes,Biketastic Netherlands,17,2012,EU,3421,2907.85,1,,3421,Biketastic_NL,513.15,
OrNo.627830,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,6842,2907.85,2,,3421,Biketastic_DE,1026.3,
OrNo.627870,2019-12-08,FR,Cargo Bikes,Biketastic France,14,2016,EU,3421,2907.85,1,,3421,Biketastic_FR,513.15,
OrNo.628400,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,630,185.85,2,189,315,Biketastic_FR,258.3,1.36666666666667
OrNo.628890,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,163.25,96.3175,1,98,163.25,Biketastic_FR,66.9325,0.682984693877551
OrNo.629100,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,526,194.62,2,182,263,Biketastic_NL,136.76,0.751428571428571
OrNo.629270,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,1015.5,199.715,3,203,338.5,Biketastic_FR,416.355,2.05100985221675
OrNo.629600,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,163.25,96.3175,1,98,163.25,Biketastic_FR,66.9325,0.682984693877551
OrNo.629860,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,233.25,137.6175,1,140,233.25,Biketastic_FR,95.6325,0.683089285714286
OrNo.630020,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,1715.25,337.3325,3,343,571.75,Biketastic_FR,703.2525,2.05029883381924
OrNo.630170,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,793.5,234.0825,2,238,396.75,Biketastic_NL,325.335,1.3669537815126
OrNo.630280,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,1120,330.4,2,336,560,Biketastic_FR,459.2,1.36666666666667
OrNo.630430,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,1750.5,344.265,3,350,583.5,Biketastic_FR,717.705,2.05058571428571
OrNo.630570,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,490,289.1,1,294,490,Biketastic_NL,200.9,0.683333333333333
OrNo.630600,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,420,247.8,1,252,420,Biketastic_FR,172.2,0.683333333333333
OrNo.630830,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,252,49.56,3,35,84,Biketastic_FR,103.32,2.952
OrNo.630900,2018-03-20,FR,Bike Rental,Biketastic France,4,2016,EU,566.5,209.605,2,196,283.25,Biketastic_FR,147.29,0.751479591836735
OrNo.630930,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,385,227.15,1,231,385,Biketastic_NL,157.85,0.683333333333333
OrNo.631160,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,793.5,234.0825,2,238,396.75,Biketastic_NL,325.335,1.3669537815126
OrNo.631460,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,747,220.365,2,224,373.5,Biketastic_FR,306.27,1.36727678571429
OrNo.631650,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,198.25,116.9675,1,119,198.25,Biketastic_FR,81.2825,0.683046218487395
OrNo.631790,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,420,123.9,2,126,210,Biketastic_NL,172.2,1.36666666666667
OrNo.632080,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,478.5,282.315,1,287,478.5,Biketastic_DE,196.185,0.683571428571429
OrNo.632150,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,315,185.85,1,189,315,,129.15,0.683333333333333
OrNo.632230,2019-12-19,GB,Bike Rental,Biketastic Great Britain,14,2017,EU,653.5,192.7825,2,196,326.75,,267.935,1.36701530612245
OrNo.632730,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,256.75,151.4825,1,154,256.75,Biketastic_NL,105.2675,0.683555194805195
OrNo.633400,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,31.25,18.4375,1,13,31.25,Biketastic_FR,12.8125,0.985576923076923
OrNo.633540,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,490,289.1,1,294,490,Biketastic_NL,200.9,0.683333333333333
OrNo.633790,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,980,289.1,2,294,490,Biketastic_NL,401.8,1.36666666666667
OrNo.633960,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,408.5,241.015,1,245,408.5,Biketastic_NL,167.485,0.683612244897959
OrNo.634470,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,163.25,96.3175,1,98,163.25,Biketastic_FR,66.9325,0.682984693877551
OrNo.634650,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,326.5,96.3175,2,98,163.25,Biketastic_FR,133.865,1.3659693877551
OrNo.634970,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,326.75,192.7825,1,196,326.75,Biketastic_NL,133.9675,0.683507653061225
OrNo.635110,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,151.5,89.385,1,63,151.5,Biketastic_NL,62.115,0.985952380952381
OrNo.635240,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,361.75,213.4325,1,217,361.75,Biketastic_FR,148.3175,0.683490783410138
OrNo.635400,2018-03-20,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,40.75,30.155,1,21,40.75,Biketastic_NL,10.595,0.504523809523809
OrNo.635680,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,202,59.59,2,42,101,Biketastic_FR,82.82,1.97190476190476
OrNo.636860,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,117.75,69.4725,1,49,117.75,Biketastic_FR,48.2775,0.985255102040816
OrNo.636910,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,431.75,254.7325,1,259,431.75,Biketastic_NL,177.0175,0.683465250965251
OrNo.637020,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,560,330.4,1,336,560,Biketastic_FR,229.6,0.683333333333333
OrNo.637150,2019-11-18,NL,Bike Rental,Biketastic Netherlands,17,2012,EU,525,103.25,3,105,175,Biketastic_NL,215.25,2.05
OrNo.637260,2019-11-18,FR,Bike Rental,Biketastic France,14,2016,EU,980.25,192.7825,3,196,326.75,Biketastic_FR,401.9025,2.05052295918367
